,acc,loss,val_acc,val_loss
0,0.8467833333015441,0.604097121508916,0.9089,0.341515868091583
1,0.9074666666666661,0.33066777230898503,0.9157000000000001,0.298721377110481
2,0.9151333333015441,0.30175356764793404,0.9197000000000001,0.285297068095207
3,0.9195000000000001,0.28846866213480604,0.9216000000000001,0.281593958771228
4,0.9224166666348771,0.28022005516688003,0.9223,0.275845863270759
5,0.9232666666666661,0.274656156571706,0.9238000000000001,0.27167798106670304
6,0.9252,0.270333779184023,0.9225000000000001,0.274879569685459
7,0.9258000000000001,0.267764761813481,0.926,0.269186994099617
8,0.926866666634877,0.26497927485307005,0.9242,0.27072107539176904
9,0.9276999999682101,0.26266215009689303,0.9263,0.267269163930416
10,0.9285666666666661,0.260793847052256,0.9265,0.267374113047122
11,0.9289000000000001,0.25942751441001805,0.9274,0.267074515855312
12,0.930333333365122,0.25775976274808204,0.9278000000000001,0.26678400201797403
13,0.9300500000317891,0.256677025445302,0.9264,0.269098269152641
14,0.930016666634877,0.256136237096786,0.9262,0.26905733680725
15,0.931133333301544,0.254782086161772,0.9268000000000001,0.27061795194149
16,0.9308833333651221,0.25402786413828504,0.9274,0.268820910775661
17,0.9316499999682101,0.253255072315533,0.9271,0.27225465542078003
18,0.9313500000000001,0.252421709585189,0.9263,0.27040464464426
19,0.9316999999682101,0.25199630165894804,0.9286000000000001,0.268337378883361
