,acc,loss,val_acc,val_loss
0,0.9184833333651221,0.26516186380982404,0.982,0.05607716393657
1,0.973716666698455,0.08766200347940101,0.9854,0.043842322044726004
2,0.9805833333015441,0.06571091481049801,0.9854,0.044327496979199
3,0.9830999999682101,0.056668612951040004,0.9893000000000001,0.030072659553354003
4,0.9859,0.046692465054988,0.9902000000000001,0.028449747649044003
5,0.9869666666348771,0.04249189440906,0.9897,0.029813805258518
6,0.9878833333015441,0.038871405347436,0.9898,0.031621909360273
7,0.9899333333333331,0.035258663775523,0.9902000000000001,0.0282281364815
8,0.9899166666348771,0.032110850002864004,0.991,0.028015757604775003
9,0.9908666666666661,0.030185089956472004,0.9904000000000001,0.028516119166891
10,0.9910333333333331,0.028394510356957003,0.9915,0.02687700417558
11,0.99155,0.027153271119793,0.9908,0.027058370813674
12,0.9918333333015441,0.025968086643392,0.9906,0.027274194467191003
13,0.9923000000000001,0.024440242245979002,0.9912000000000001,0.028381109878556004
14,0.9927833333333331,0.023664036736761002,0.9915,0.029143234387611003
15,0.9928666666348771,0.022871247396866003,0.9921000000000001,0.027802592724682003
16,0.99345,0.0221320110177,0.9924000000000001,0.028608168481356003
17,0.9937500000000001,0.020326779984434003,0.9916,0.027298248623926002
18,0.993316666634877,0.021201111114521002,0.9919,0.028690853904832003
19,0.9940666666348771,0.019576383209973,0.9909,0.030794813579098003
